"","date","week.id","month.id","key.daily","key.media","key.weekly","account","price","launch","size","brand","prod.code1","prod.code2","prod.code3","prod.code1.report","prod.code2.report","prod.code3.report","sales.POS.amount","KISS.nsk","KISS.pack","period","nth.day","promo.brand.per.day","analysis","location","promo.type","promo.detail","dc.rate","dc.amount","promo.count.non.dc","support.leaflet","support.other","on.pack","on.pack.cereal.related","on.pack.co.promotion","on.pack.daily.supplies","on.pack.kids.related","on.pack.sachet","on.pack.seasonal.goods","on.pack.diet.related","media.TV","media.CATV","media.radio","media.digital","post.dc.rate","post.1st.end","post.2nd.end","post.half.end","post.on.shelf","post.promo.count.non.dc","carryover.TV","carryover.CATV","carryover.radio","carryover.digital","sales.wo.carryover","key.SKU.account","promo.count.non.dc.boosted","any.promotion","base.sales","decompose.seasonal","decompose.trend","decompose.random","stl.seasonal","stl.trend","stl.remainder","promo.effect"
"1",2009-02-01,5,"2009-02","2009-02-01 emart 201","Corn Frost 5","201 emart wk 5","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",6746600,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",941525.628,10245990.78,0,1121474.654,0.113636363636364,6,5,0,0,2,459.7152715,301.4667008,0,267.8237602,6745570.9942675,"FF.600.emart",0,0,6745570.9942675,1.42495041288003,0,0,147515.057239546,6368798.44191425,-6516313.4991538,-0.521234444627851
"2",2009-02-02,5,"2009-02","2009-02-02 emart 201","Corn Frost 5","201 emart wk 5","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",3422100,2815344,57,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",941525.628,10245990.78,0,1121474.654,0.113636363636364,6,5,0,0,2,965.4890344,637.2228239,0,572.1919029,3419925.0962388,"FF.600.emart",0,0,3419925.0962388,0.920088426906853,0,0,134822.056640441,6472927.0441472,-6607749.10078764,-0.360440518457401
"3",2009-02-03,5,"2009-02","2009-02-03 emart 201","Corn Frost 5","201 emart wk 5","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",3117100,3457440,70,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",941525.628,10245990.78,0,1121474.654,0.113636363636364,6,5,0,0,2,1471.934185,977.5262613,0,887.067895,3113763.4716587,"FF.600.emart",0,0,3113763.4716587,0.844981117157911,0,0,327975.002822305,6577055.64638014,-6905030.64920244,-0.313955217563065
"4",2009-02-04,5,"2009-02","2009-02-04 emart 201","Corn Frost 5","201 emart wk 5","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",5532700,58035600,1175,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",941525.628,10245990.78,0,1121474.654,0.113636363636364,6,5,0,0,2,2660.971483,1777.880753,0,1630.310258,5526630.837506,"FF.600.emart",0,0,5526630.837506,0.789125714603371,6291622.89904891,1.11314457973621,-177363.931067342,6681184.24861308,-212197.418496826,0.030040109464885
"5",2009-02-05,6,"2009-02","2009-02-05 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",13798200,11903472,241,"Regular","1","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,4684.958404,3148.728807,0,2917.574089,13787448.7387,"FF.600.emart",1e+06,1,6883986.91191783,0.816641927025053,7301174.86963499,1.15455762144922,157372.865306542,6783684.7126708,360117.291657648,0.992873677295695
"6",2009-02-06,6,"2009-02","2009-02-06 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",13865300,15262128,309,"Regular","2","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,5607.342235,3790.643218,0,3549.059427,13852352.95512,"FF.600.emart",1e+06,1,6916393.18118717,0.835034455817943,7651383.42060725,1.08251846328719,403667.221974423,6886185.17672853,361531.021904304,0.982485241182927
"7",2009-02-07,6,"2009-02","2009-02-07 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",22917700,21287952,431,"Regular","3","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,6530.062646,4439.86945,0,4200.405218,22902529.662686,"FF.600.emart",1e+06,1,11435089.8005664,1.36917794560884,7981622.65052397,1.04637774158953,641667.091350136,6988685.64078625,351269.918387586,2.61226676483041
"8",2009-02-08,6,"2009-02","2009-02-08 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",27681800,NA,NA,"Regular","4","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,7638.371456,5223.125116,0,4993.316142,27663945.187286,"FF.600.emart",1e+06,1,13812434.7883701,1.42495041288003,7816549.12421371,1.24009634506231,1137050.68829361,7086410.89827501,-406912.462354914,3.53224062265264
"9",2009-02-09,6,"2009-02","2009-02-09 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",11779100,6420960,130,"Regular","5","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,8384.04176,5765.631843,0,5570.173432,11759380.152965,"FF.600.emart",1e+06,1,5871384.95304463,0.920088426906853,8111377.94223145,0.786713042210052,2090835.69232477,7184136.15576378,-1163593.90585709,0.659487471656484
"10",2009-02-10,6,"2009-02","2009-02-10 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",10888500,4099536,83,"Regular","6","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,9411.343039,6508.800611,0,6355.038531,10866224.817819,"FF.600.emart",1e+06,1,5425438.08107574,0.844981117157911,8460460.61301386,0.758916158158661,2208561.18743351,7281861.41325254,-1029961.98767219,0.546914564892961
"11",2009-02-11,6,"2009-02","2009-02-11 emart 201","Corn Frost 6","201 emart wk 6","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8777900,7310016,148,"Regular","7","6","yes","1st end (full)","NA","NA",NA,0,1,"yes","NA","FFL 120","0","0","0","0","1","0","0",1445592.2,10340000,0,750000,0.122727272727273,2,9,0,0,1,9782.990867,6804.117821,0,6714.623459,8754598.267853,"FF.600.emart",1e+06,1,4371116.15333418,0.789125714603371,9033518.24928109,0.613181756629742,2145094.82923921,7371314.19171073,-482890.771668851,0.314491860137101
"12",2009-02-12,7,"2009-02","2009-02-12 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8973100,3358656,68,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,10558.99447,7385.32565,0,7367.041838,8947788.638042,"FF.600.emart",0,0,8947788.638042,0.816641927025053,9627430.28673751,1.13808227910995,1782950.07950816,7460766.97016892,383713.237060428,0.312504566081345
"13",2009-02-13,7,"2009-02","2009-02-13 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",9387900,5433120,110,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,11575.55302,8142.009798,0,8210.560518,9359971.876664,"FF.600.emart",0,0,9359971.876664,0.835034455817943,10052785.084937,1.11502280474848,1737523.974476,7550219.7486271,765041.361833879,0.337905741212362
"14",2009-02-14,7,"2009-02","2009-02-14 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",15475700,6470352,131,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,12026.66375,8506.917451,0,8673.164362,15446493.254437,"FF.600.emart",0,0,15446493.254437,1.36917794560884,10397183.1243833,1.08506139178348,1909856.92243742,7632897.11893754,854429.083008345,0.896121170351546
"15",2009-02-15,7,"2009-02","2009-02-15 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",18001100,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,12795.98016,9101.845905,0,9383.12337,17969819.050565,"FF.600.emart",0,0,17969819.050565,1.42495041288003,10724078.8610287,1.1759367241543,1895563.29840171,7715574.48924798,1112941.07337902,1.28827127695008
"16",2009-02-16,7,"2009-02","2009-02-16 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8881600,3358656,68,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,13300.30739,9513.36644,0,9917.785729,8848868.540441,"FF.600.emart",0,0,8848868.540441,0.920088426906853,9956849.14035229,0.965909078810963,1662780.64797508,7798251.85955842,495816.632818786,0.19748429642599
"17",2009-02-17,7,"2009-02","2009-02-17 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",7869000,889056,18,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,13228.87829,9514.70569,0,10032.05882,7836224.3572,"FF.600.emart",0,0,7836224.3572,0.844981117157911,9165264.14134314,1.01184705514867,1192671.41353907,7855098.64140722,117494.086396848,0.128957702454292
"18",2009-02-18,7,"2009-02","2009-02-18 emart 201","Corn Frost 7","201 emart wk 7","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",6691700,3852576,78,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.133333333333333,5,1,0,0,4,12954.08959,9368.265731,0,9991.334827,6659386.309852,"FF.600.emart",0,0,6659386.309852,0.789125714603371,7995554.791681,1.05545424174664,149729.109253129,7911945.42325602,-66119.74082815,0.0414779309082896
"19",2009-02-19,8,"2009-02","2009-02-19 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",3605100,3012912,61,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,11115.9571,8082.724582,0,8720.725011,3577180.593307,"FF.600.emart",0,0,3577180.593307,0.816641927025053,6703962.88569629,0.653397685119639,-1076183.23468378,7968792.20510482,-188646.084724751,-0.300314524054592
"20",2009-02-20,8,"2009-02","2009-02-20 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",3849100,3951360,80,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,11950.05387,8736.095107,0,9536.967423,3818876.8836,"FF.600.emart",0,0,3818876.8836,0.835034455817943,6217422.76558957,0.735564671543324,-1712334.52611856,8001143.63535082,-71386.3436426828,-0.298727795023879
"21",2009-02-21,8,"2009-02","2009-02-21 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",7289500,6865488,139,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,12160.72117,8937.602903,0,9873.869125,7258527.806802,"FF.600.emart",0,0,7258527.806802,1.36917794560884,5752089.55919543,0.921643597729647,-2235654.53818569,8033495.06559681,-45750.9682156919,-0.637550805402328
"22",2009-02-22,8,"2009-02","2009-02-22 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8960900,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,12562.93643,9282.063908,0,10379.29099,8928675.708672,"FF.600.emart",0,0,8928675.708672,1.42495041288003,5421501.10529443,1.15576023324669,-2753973.44562563,8065846.49584281,109628.055077249,-0.453101795678172
"23",2009-02-23,8,"2009-02","2009-02-23 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",5477800,2815344,57,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,13436.06068,9979.161036,0,11297.07859,5443087.699694,"FF.600.emart",0,0,5443087.699694,0.920088426906853,5511228.939752,1.07341413884838,-2685417.52516414,8184581.97939698,12064.4855191624,-0.234665610734976
"24",2009-02-24,8,"2009-02","2009-02-24 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",4611600,1333584,27,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,7,0,0,0,7,12568.4439,9383.146209,0,10756.49745,4578891.912441,"FF.600.emart",0,0,4578891.912441,0.844981117157911,5563099.50557329,0.974084336607201,-2684248.08870523,8303317.46295115,-55969.8686726373,-0.248025453033779
"25",2009-02-25,8,"2009-02","2009-02-25 emart 201","Corn Frost 8","201 emart wk 8","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",4379800,2370816,48,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",1445592.2,10340000,0,750000,0.0857142857142857,5,2,0,0,5,13171.94713,9884.104705,0,11476.81562,4345267.132545,"FF.600.emart",0,0,4345267.132545,0.789125714603371,5751667.97980129,0.95736264283007,-2694397.05616433,8422052.94650532,24012.0894602928,-0.215578515459033
"26",2009-02-26,9,"2009-02","2009-02-26 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",4239500,3161088,64,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,2,2,0,0,2,12956.70728,9771.86899,0,11495.98922,4205275.43451,"FF.600.emart",0,0,4205275.43451,0.816641927025053,6056417.65569014,0.850250617869115,-1756501.66394737,8647168.72509417,-834249.405456658,-0.269756213949226
"27",2009-02-27,9,"2009-02","2009-02-27 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",4215100,3210480,65,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,2,2,0,0,2,12446.55618,9434.157151,0,11248.44232,4181970.844349,"FF.600.emart",0,0,4181970.844349,0.835034455817943,6129881.527789,0.817004641224742,-1354391.99332422,8872284.50368302,-1388010.9825698,-0.303687212270568
"28",2009-02-28,9,"2009-02","2009-02-28 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8613200,5531904,112,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,2,2,0,0,2,12932.95153,9851.398482,0,11908.52359,8578507.126398,"FF.600.emart",0,0,8578507.126398,1.36917794560884,6329827.95887743,0.98982841073228,-922910.817429945,9097400.28227187,-1844661.5059645,-0.583564816390564
"29",2009-03-01,9,"2009-03","2009-03-01 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",11095900,NA,NA,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,1,2,0,1,2,12448.06853,9622.474656,0,11906.01692,11061923.439894,"FF.600.emart",0,0,11061923.439894,1.42495041288003,6550485.93852786,1.18510649462198,650852.305985347,9361695.57693324,-3462061.94439073,-0.346740361154928
"30",2009-03-02,9,"2009-03","2009-03-02 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",5990200,2667168,54,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,1,2,0,1,2,11831.58379,9272.460664,0,11761.15116,5957334.804386,"FF.600.emart",0,0,5957334.804386,0.920088426906853,7161272.42216214,0.904132842397621,389978.279148534,9625990.87159461,-2854696.728581,-0.277138237256619
"31",2009-03-03,9,"2009-03","2009-03-03 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",6014600,2173248,44,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,1,2,0,1,2,12770.8293,10127.22999,0,13185.01065,5978516.93006,"FF.600.emart",0,0,5978516.93006,0.844981117157911,8107939.33778871,0.872641713139289,300720.164310469,9890286.16625598,-2083066.99277774,-0.203215763047591
"32",2009-03-04,9,"2009-03","2009-03-04 emart 201","Corn Frost 9","201 emart wk 9","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",5917000,6618528,134,NA,NA,NA,NA,"NA","NA","NA",NA,0,0,"no","NA","NA","0","0","0","0","0","0","0",861113.708,7760460.829,0,579493.088,0.075,1,2,0,1,2,9436.48056,7579.027022,0,10111.50232,5889872.990098,"FF.600.emart",0,0,5889872.990098,0.789125714603371,9575151.91286314,0.779496305553859,504828.307839252,10168732.6209005,-1098409.0158766,-0.165646677947715
"33",2009-03-05,10,"2009-03","2009-03-05 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8497300,5136768,104,"Regular","1","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,5646.680033,4597.687522,0,6274.812495,8480780.81995,"FF.600.emart",0,0,8480780.81995,0.816641927025053,11161350.4908679,0.930437959063792,259118.061031258,10447179.075545,455053.35429159,-0.00397281492951529
"34",2009-03-06,10,"2009-03","2009-03-06 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",10827500,9680832,196,"Regular","2","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,6334.167554,5233.453387,0,7293.125324,10808639.253735,"FF.600.emart",0,0,10808639.253735,0.835034455817943,11638823.0988666,1.1121351285665,218103.409283756,10725625.5301895,695094.159393294,0.144214876276112
"35",2009-03-07,10,"2009-03","2009-03-07 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",18867300,12545568,254,"Regular","3","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,6039.255817,5068.065181,0,7197.527083,18848995.151919,"FF.600.emart",0,0,18848995.151919,1.36917794560884,12006804.9983113,1.14657072893481,-73915.3020332816,11055727.979224,1024992.32112052,0.459673699980746
"36",2009-03-08,10,"2009-03","2009-03-08 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",22185700,NA,NA,"Regular","4","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,6607.631999,5637.256594,0,8141.62548,22165313.485927,"FF.600.emart",0,0,22165313.485927,1.42495041288003,12490672.0656686,1.24534109621505,-11822.0651503497,11385830.4282586,1116663.70256034,0.743532041723906
"37",2009-03-09,10,"2009-03","2009-03-09 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",9320800,8989344,182,"Regular","5","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,6734.95689,5846.769523,0,8575.21321,9299643.060377,"FF.600.emart",0,0,9299643.060377,0.920088426906853,12661774.2836477,0.798255913359437,96527.6110091981,11715932.8772931,849313.795345414,-0.116232995341831
"38",2009-03-10,10,"2009-03","2009-03-10 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8570500,10026576,203,"Regular","6","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,5031.877434,4448.924857,0,6628.971536,8554390.226173,"FF.600.emart",0,0,8554390.226173,0.844981117157911,12668574.0918606,0.799124265059242,257172.524639769,12008510.155223,402891.411997775,-0.11206178159824
"39",2009-03-11,10,"2009-03","2009-03-11 emart 201","Corn Frost 10","201 emart wk 10","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",9290300,16348752,331,"Regular","7","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4089.99184,3686.033987,0,5581.512574,9276942.461599,"FF.600.emart",0,0,9276942.461599,0.789125714603371,13201392.59009,0.890510246235802,468786.291675371,12301087.4331529,431518.86526168,-0.0275952721764052
"40",2009-03-12,11,"2009-03","2009-03-12 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",9692900,9977184,202,"Regular","8","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4319.62302,3971.358427,0,6112.672749,9678496.345804,"FF.600.emart",0,0,9678496.345804,0.816641927025053,13964370.0420926,0.848701302287856,888100.304493487,12593664.7110829,482605.026516212,-0.0392975310161577
"41",2009-03-13,11,"2009-03","2009-03-13 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",10870200,9730224,197,"Regular","9","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4097.860905,3846.086305,0,6018.141565,10856237.911225,"FF.600.emart",0,0,10856237.911225,0.835034455817943,14294665.1249929,0.909496370695654,1161806.17048074,12756243.7282213,376615.226290857,0.013375932738242
"42",2009-03-14,11,"2009-03","2009-03-14 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",22594400,19460448,394,"Regular","10","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4499.468441,4313.809477,0,6862.082557,22578724.639525,"FF.600.emart",0,0,22578724.639525,1.36917794560884,14333401.8103716,1.15050957248202,1294549.01165532,12918822.7453596,120030.05335661,0.518316841932307
"43",2009-03-15,11,"2009-03","2009-03-15 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",27523200,NA,NA,"Regular","11","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4782.170554,4685.722942,0,7576.456559,27506155.649945,"FF.600.emart",0,0,27506155.649945,1.42495041288003,14221309.3729757,1.35734597819107,1384285.32773263,13081401.762498,-244377.717254931,0.965747807468975
"44",2009-03-16,11,"2009-03","2009-03-16 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",11626600,8347248,169,"Regular","12","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4082.453893,4089.482797,0,6719.422631,11611708.640679,"FF.600.emart",0,0,11611708.640679,0.920088426906853,13288024.974994,0.949743054566595,1988887.35292966,13366850.9542305,-2067713.33216617,-0.0472870444747704
"45",2009-03-17,11,"2009-03","2009-03-17 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8838900,8199072,166,"Regular","13","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,3576.390595,3663.062002,0,6113.523579,8825547.023824,"FF.600.emart",0,0,8825547.023824,0.844981117157911,12193169.0342397,0.856599930729395,3152957.27940854,13652300.145963,-4612088.39113183,-0.167753956193298
"46",2009-03-18,11,"2009-03","2009-03-18 emart 201","Corn Frost 11","201 emart wk 11","emart",6100,1996,"club","kellogg",201,"FF.600","Corn.Frost",21,"FF club","FF.original",8509500,11261376,228,"Regular","14","7","yes","1st end (full)","NA","NA",NA,0,0,"no","NA","Sealer set","1","0","0","0","0","0","0",422754.839,5825806.452,0,451612.903,0.1,0,2,0,1,0,4502.440146,4714.632706,0,7987.52732,8492295.399828,"FF.600.emart",0,0,8492295.399828,0.789125714603371,9758268.82795757,1.10282377105698,3526169.23675159,13937749.3376955,-7705649.74648951,-0.14190369547274
